,时间,振次,轴位移,力,变形,围压,孔压,反压,N,d1
4631,212.71,21.27,145.3,31.39,-2.127,301,238,216,92.62,2.4000000000000057
4632,212.91,21.29,145.4,31.47,-2.128,301,238,216,92.64,2.5
4633,213.11,21.31,145.3,31.61,-2.105,301,238,216,92.66,2.4000000000000057
4634,213.31,21.33,145.3,31.69,-2.083,301,238,216,92.68,2.4000000000000057
4635,213.51,21.35,145.4,31.44,-2.026,301,238,216,92.7,2.5
4636,213.72,21.37,145.4,31.35,-2.04,300,238,216,92.72,2.5
4637,213.92,21.39,145.3,31.1,-2.035,301,237,216,92.74,2.4000000000000057
4638,214.12,21.41,145.4,29.97,-2.05,300,238,216,92.76,2.5
4639,214.32,21.43,145.4,29.08,-2.0580000000000003,300,238,216,92.78,2.5
4640,214.52,21.45,145.3,28.35,-2.085,300,238,216,92.8,2.4000000000000057
4641,214.73,21.47,145.3,27.21,-2.105,300,238,216,92.82000000000001,2.4000000000000057
4642,214.93,21.49,145.2,25.35,-2.231,299,238,216,92.84,2.299999999999983
4643,215.13,21.51,145.2,24.41,-2.258,300,239,216,92.86,2.299999999999983
4644,215.33,21.53,145.2,23.47,-2.3,299,239,216,92.88,2.299999999999983
4645,215.53,21.55,145.1,21.36,-2.2840000000000003,299,240,218,92.9,2.1999999999999886
4646,215.74,21.57,145.1,20.64,-2.335,299,240,218,92.92,2.1999999999999886
4647,215.94,21.59,145.1,19.68,-2.384,299,240,218,92.94,2.1999999999999886
4648,216.14,21.61,145.0,18.91,-2.426,298,242,219,92.96000000000001,2.0999999999999943
4649,216.34,21.63,144.8,17.14,-2.5380000000000003,297,243,220,92.98,1.9000000000000057
4650,216.54,21.65,144.9,16.37,-2.5839999999999996,297,245,221,93.0,2.0
4651,216.75,21.67,144.9,15.74,-2.6489999999999996,298,244,222,93.02,2.0
4652,216.95,21.69,144.7,14.9,-2.786,297,247,224,93.04,1.799999999999983
4653,217.15,21.71,144.7,14.18,-2.86,297,248,225,93.06,1.799999999999983
4654,217.35,21.73,144.6,13.87,-2.944,298,248,225,93.08,1.6999999999999886
4655,217.55,21.75,144.5,13.63,-2.9930000000000003,297,249,226,93.10000000000001,1.5999999999999943
4656,217.76,21.77,144.3,12.87,-3.216,297,250,227,93.12,1.4000000000000057
4657,217.96,21.79,144.3,12.84,-3.281,298,251,228,93.14,1.4000000000000057
4658,218.16,21.81,144.2,12.49,-3.335,298,252,228,93.16,1.299999999999983
4659,218.36,21.84,144.3,12.44,-3.362,298,251,229,93.18,1.4000000000000057
4660,218.56,21.86,144.3,12.49,-3.3289999999999997,298,252,229,93.2,1.4000000000000057
4661,218.77,21.88,144.2,12.43,-3.322,298,252,229,93.22,1.299999999999983
4662,218.97,21.9,144.2,12.62,-3.335,298,252,228,93.24,1.299999999999983
4663,219.17,21.92,144.3,12.53,-3.327,298,252,230,93.26,1.4000000000000057
4664,219.37,21.94,144.2,12.86,-3.341,299,253,229,93.28,1.299999999999983
4665,219.57,21.96,144.2,13.3,-3.3160000000000003,299,253,230,93.3,1.299999999999983
4666,219.78,21.98,144.4,14.33,-3.207,298,253,230,93.32000000000001,1.5
4667,219.98,22.0,144.3,15.28,-3.135,299,254,230,93.34,1.4000000000000057
4668,220.18,22.02,144.5,15.96,-3.0269999999999997,299,253,229,93.36,1.5999999999999943
4669,220.38,22.04,144.7,17.92,-2.8360000000000003,300,251,229,93.38,1.799999999999983
4670,220.58,22.06,144.7,19.05,-2.715,300,249,228,93.4,1.799999999999983
4671,220.79,22.08,144.8,20.51,-2.6069999999999998,301,248,225,93.42,1.9000000000000057
4672,220.99,22.1,144.9,21.77,-2.515,301,247,224,93.44,2.0
4673,221.19,22.12,145.0,24.64,-2.3280000000000003,302,244,222,93.46000000000001,2.0999999999999943
4674,221.39,22.14,145.1,25.84,-2.255,302,243,221,93.48,2.1999999999999886
4675,221.59,22.16,145.2,26.9,-2.19,302,241,220,93.5,2.299999999999983
4676,221.8,22.18,145.2,29.03,-2.127,302,240,218,93.52,2.299999999999983
4677,222.0,22.2,145.3,29.6,-2.0909999999999997,302,240,218,93.54,2.4000000000000057
4678,222.2,22.22,145.3,30.19,-2.063,302,239,217,93.56,2.4000000000000057
4679,222.4,22.24,145.4,31.17,-2.046,302,238,217,93.58,2.5
4680,222.6,22.26,145.3,31.4,-2.039,301,239,216,93.60000000000001,2.4000000000000057
4681,222.81,22.28,145.3,31.56,-2.031,302,238,217,93.62,2.4000000000000057
4682,223.01,22.3,145.4,31.55,-2.063,301,238,216,93.64,2.5
4683,223.21,22.32,145.3,31.6,-2.097,300,238,216,93.66,2.4000000000000057
4684,223.41,22.34,145.3,31.66,-2.076,300,238,216,93.68,2.4000000000000057
4685,223.61,22.36,145.4,31.37,-2.011,301,238,216,93.7,2.5
4686,223.82,22.38,145.3,31.29,-2.005,300,238,216,93.72,2.4000000000000057
4687,224.02,22.4,145.3,30.51,-2.003,300,238,216,93.74,2.4000000000000057
4688,224.22,22.42,145.4,29.9,-2.0069999999999997,300,237,216,93.76,2.5
4689,224.42,22.44,145.3,29.17,-2.023,300,238,216,93.78,2.4000000000000057
4690,224.62,22.46,145.2,27.44,-2.0709999999999997,299,239,215,93.8,2.299999999999983
4691,224.83,22.48,145.4,26.46,-2.089,300,238,217,93.82000000000001,2.5
4692,225.03,22.5,145.2,25.39,-2.124,299,238,216,93.84,2.299999999999983
4693,225.23,22.52,145.2,23.59,-2.186,299,239,216,93.86,2.299999999999983
4694,225.43,22.54,145.2,22.32,-2.209,299,239,217,93.88,2.299999999999983
4695,225.63,22.56,145.2,21.39,-2.229,299,240,217,93.9,2.299999999999983
4696,225.84,22.58,145.1,19.7,-2.327,299,241,219,93.92,2.1999999999999886
4697,226.04,22.6,145.1,18.84,-2.373,298,241,219,93.94,2.1999999999999886
4698,226.24,22.62,145.0,17.81,-2.432,298,242,220,93.96000000000001,2.0999999999999943
4699,226.44,22.64,144.9,17.17,-2.552,298,243,221,93.98,2.0
4700,226.64,22.66,144.8,15.86,-2.717,298,245,222,94.0,1.9000000000000057
4701,226.85,22.68,144.8,15.44,-2.7689999999999997,297,246,223,94.02,1.9000000000000057
4702,227.05,22.7,144.7,14.74,-2.843,298,247,224,94.04,1.799999999999983
4703,227.25,22.72,144.6,13.99,-2.985,297,249,225,94.06,1.6999999999999886
4704,227.45,22.74,144.6,13.61,-2.975,297,249,227,94.08,1.6999999999999886
4705,227.65,22.76,144.5,13.06,-3.049,298,249,227,94.10000000000001,1.5999999999999943
4706,227.86,22.78,144.5,12.97,-3.108,297,250,228,94.12,1.5999999999999943
4707,228.06,22.8,144.4,12.66,-3.228,298,251,228,94.14,1.5
4708,228.26,22.83,144.3,12.53,-3.27,297,251,229,94.16,1.4000000000000057
4709,228.46,22.85,144.3,12.55,-3.3360000000000003,298,252,229,94.18,1.4000000000000057
4710,228.66,22.87,144.3,12.35,-3.3760000000000003,298,251,229,94.2,1.4000000000000057
4711,228.87,22.89,144.3,12.55,-3.37,299,252,229,94.22,1.4000000000000057
4712,229.07,22.91,144.3,12.64,-3.321,299,252,230,94.24,1.4000000000000057
4713,229.27,22.93,144.3,12.72,-3.3089999999999997,298,252,229,94.26,1.4000000000000057
4714,229.47,22.95,144.3,13.2,-3.279,299,252,230,94.28,1.4000000000000057
4715,229.67,22.97,144.2,13.69,-3.23,299,252,230,94.3,1.299999999999983
4716,229.88,22.99,144.3,14.46,-3.179,299,253,230,94.32000000000001,1.4000000000000057
4717,230.08,23.01,144.4,16.22,-3.009,299,252,229,94.34,1.5
4718,230.28,23.03,144.6,17.12,-2.945,299,251,229,94.36,1.6999999999999886
4719,230.48,23.05,144.7,17.91,-2.883,300,251,227,94.38,1.799999999999983
4720,230.68,23.07,144.8,20.38,-2.6489999999999996,301,248,225,94.4,1.9000000000000057
4721,230.89,23.09,145.0,21.72,-2.5380000000000003,301,246,224,94.42,2.0999999999999943
4722,231.09,23.11,145.1,23.1,-2.397,302,245,223,94.44,2.1999999999999886
4723,231.29,23.13,145.1,24.61,-2.313,301,244,221,94.46000000000001,2.1999999999999886
4724,231.49,23.15,145.2,26.93,-2.182,302,242,220,94.48,2.299999999999983
4725,231.69,23.17,145.2,27.92,-2.15,303,241,219,94.5,2.299999999999983
4726,231.9,23.19,145.2,28.84,-2.106,302,240,219,94.52,2.299999999999983
4727,232.1,23.21,145.4,30.14,-2.077,302,239,219,94.54,2.5
4728,232.3,23.23,145.3,30.67,-2.103,302,239,217,94.56,2.4000000000000057
4729,232.5,23.25,145.3,31.06,-2.072,301,239,217,94.58,2.4000000000000057
4730,232.7,23.27,145.4,31.3,-2.082,302,239,216,94.60000000000001,2.5
4731,232.91,23.29,145.3,31.52,-2.0340000000000003,301,238,216,94.62,2.4000000000000057
4732,233.11,23.31,145.4,31.65,-2.001,300,238,216,94.64,2.5
4733,233.31,23.33,145.4,31.55,-1.982,301,238,216,94.66,2.5
4734,233.51,23.35,145.4,31.54,-2.0069999999999997,301,238,216,94.68,2.5
4735,233.71,23.37,145.3,31.5,-2.064,301,238,215,94.7,2.4000000000000057
4736,233.92,23.39,145.3,30.96,-2.052,300,238,217,94.72,2.4000000000000057
4737,234.12,23.41,145.4,29.85,-2.072,300,238,216,94.74,2.5
4738,234.32,23.43,145.4,29.08,-2.08,300,238,216,94.76,2.5
4739,234.52,23.45,145.4,28.34,-2.109,300,238,215,94.78,2.5
4740,234.72,23.47,145.4,27.53,-2.1319999999999997,300,238,216,94.8,2.5
4741,234.93,23.49,145.3,25.41,-2.176,300,239,216,94.82000000000001,2.4000000000000057
4742,235.13,23.51,145.2,24.38,-2.22,299,238,216,94.84,2.299999999999983
4743,235.33,23.53,145.3,23.34,-2.2640000000000002,299,239,217,94.86,2.4000000000000057
4744,235.53,23.55,145.2,21.39,-2.318,299,239,217,94.88,2.299999999999983
4745,235.73,23.57,145.1,20.48,-2.371,299,241,218,94.9,2.1999999999999886
4746,235.94,23.59,145.1,19.67,-2.414,298,241,218,94.92,2.1999999999999886
4747,236.14,23.61,145.1,18.77,-2.468,298,242,219,94.94,2.1999999999999886
4748,236.34,23.63,144.9,17.2,-2.573,298,243,220,94.96000000000001,2.0
4749,236.54,23.65,144.9,16.48,-2.656,298,244,221,94.98,2.0
4750,236.74,23.67,144.8,15.93,-2.696,297,244,222,95.0,1.9000000000000057
4751,236.95,23.69,144.7,14.71,-2.84,297,247,224,95.02,1.799999999999983
4752,237.15,23.71,144.6,14.4,-2.9010000000000002,297,248,225,95.04,1.6999999999999886
4753,237.35,23.73,144.6,13.86,-2.9410000000000003,297,249,226,95.06,1.6999999999999886
4754,237.55,23.75,144.5,13.25,-3.009,297,250,227,95.08,1.5999999999999943
4755,237.75,23.77,144.5,12.96,-3.1010000000000004,298,250,228,95.10000000000001,1.5999999999999943
4756,237.96,23.79,144.5,12.8,-3.1510000000000002,298,251,228,95.12,1.5999999999999943
4757,238.16,23.82,144.3,12.53,-3.199,298,251,229,95.14,1.4000000000000057
4758,238.36,23.84,144.4,12.47,-3.258,298,252,228,95.16,1.5
4759,238.56,23.86,144.3,12.41,-3.275,298,252,229,95.18,1.4000000000000057
4760,238.76,23.88,144.3,12.45,-3.284,299,252,229,95.2,1.4000000000000057
4761,238.97,23.9,144.3,12.52,-3.293,299,252,228,95.22,1.4000000000000057
4762,239.17,23.92,144.3,12.74,-3.306,298,252,229,95.24,1.4000000000000057
4763,239.37,23.94,144.3,12.82,-3.278,299,252,230,95.26,1.4000000000000057
4764,239.57,23.96,144.3,13.2,-3.2510000000000003,299,253,229,95.28,1.4000000000000057
4765,239.77,23.98,144.3,14.46,-3.237,299,253,231,95.3,1.4000000000000057
4766,239.98,24.0,144.4,15.29,-3.1210000000000004,299,253,230,95.32000000000001,1.5
4767,240.18,24.02,144.5,15.99,-3.0210000000000004,299,252,230,95.34,1.5999999999999943
4768,240.38,24.04,144.7,18.05,-2.872,300,250,228,95.36,1.799999999999983
4769,240.58,24.06,144.8,19.07,-2.753,300,250,227,95.38,1.9000000000000057
4770,240.78,24.08,144.8,20.38,-2.6439999999999997,300,248,225,95.4,1.9000000000000057
4771,240.99,24.1,145.0,21.82,-2.529,301,246,224,95.42,2.0999999999999943
4772,241.19,24.12,145.1,24.44,-2.367,302,243,222,95.44,2.1999999999999886
4773,241.39,24.14,145.2,25.77,-2.3040000000000003,302,242,220,95.46000000000001,2.299999999999983
4774,241.59,24.16,145.2,27.06,-2.25,302,242,220,95.48,2.299999999999983
4775,241.79,24.18,145.3,28.88,-2.173,303,240,219,95.5,2.4000000000000057
4776,242.0,24.2,145.3,29.47,-2.109,302,239,217,95.52,2.4000000000000057
4777,242.2,24.22,145.3,30.24,-2.104,302,239,217,95.54,2.4000000000000057
4778,242.4,24.24,145.4,31.03,-2.0869999999999997,302,239,217,95.56,2.5
4779,242.6,24.26,145.4,31.37,-2.068,301,239,217,95.58,2.5
4780,242.8,24.28,145.3,31.49,-2.0580000000000003,301,238,217,95.60000000000001,2.4000000000000057
4781,243.01,24.3,145.4,31.54,-2.053,301,238,216,95.62,2.5
4782,243.21,24.32,145.5,31.57,-2.0540000000000003,301,239,216,95.64,2.5999999999999943
4783,243.41,24.34,145.4,31.52,-2.051,301,238,216,95.66,2.5
4784,243.61,24.36,145.4,31.38,-2.0469999999999997,300,238,216,95.68,2.5
4785,243.81,24.38,145.4,31.12,-2.06,300,238,216,95.7,2.5
4786,244.02,24.4,145.4,30.48,-2.044,300,238,216,95.72,2.5
4787,244.22,24.42,145.4,30.01,-2.06,300,238,215,95.74000000000001,2.5
4788,244.42,24.44,145.5,29.23,-2.08,300,238,216,95.76,2.5999999999999943
4789,244.62,24.46,145.4,27.35,-2.108,300,238,216,95.78,2.5
4790,244.82,24.48,145.3,26.3,-2.1430000000000002,300,239,216,95.8,2.4000000000000057
4791,245.03,24.5,145.3,25.42,-2.156,299,238,216,95.82000000000001,2.4000000000000057
4792,245.23,24.52,145.2,23.32,-2.1430000000000002,299,238,217,95.84,2.299999999999983
4793,245.43,24.54,145.2,22.53,-2.178,299,239,217,95.86,2.299999999999983
4794,245.63,24.56,145.2,21.57,-2.2119999999999997,299,240,217,95.88,2.299999999999983
4795,245.83,24.58,145.1,19.63,-2.3609999999999998,299,241,219,95.9,2.1999999999999886
4796,246.04,24.6,145.1,18.85,-2.35,298,242,219,95.92,2.1999999999999886
4797,246.24,24.62,145.0,17.91,-2.394,298,242,220,95.94,2.0999999999999943
4798,246.44,24.64,145.0,17.23,-2.458,298,243,220,95.96000000000001,2.0999999999999943
4799,246.64,24.66,144.9,15.8,-2.659,297,245,223,95.98,2.0
4800,246.84,24.68,144.8,15.38,-2.7430000000000003,298,246,223,96.0,1.9000000000000057
4801,247.05,24.7,144.8,14.73,-2.787,297,246,223,96.02,1.9000000000000057
4802,247.25,24.72,144.7,13.99,-2.875,297,249,226,96.04,1.799999999999983
4803,247.45,24.74,144.6,13.53,-2.945,297,249,227,96.06,1.6999999999999886
4804,247.65,24.76,144.5,13.17,-3.008,297,250,227,96.08,1.5999999999999943
4805,247.85,24.78,144.4,13.05,-3.06,297,250,227,96.10000000000001,1.5
4806,248.06,24.81,144.4,12.76,-3.2289999999999996,297,251,228,96.12,1.5
4807,248.26,24.83,144.3,12.56,-3.3160000000000003,297,252,229,96.14,1.4000000000000057
4808,248.46,24.85,144.3,12.52,-3.3110000000000004,298,252,229,96.16,1.4000000000000057
4809,248.66,24.87,144.3,12.35,-3.3360000000000003,298,252,229,96.18,1.4000000000000057
4810,248.86,24.89,144.3,12.38,-3.37,298,252,230,96.2,1.4000000000000057
4811,249.07,24.91,144.3,12.47,-3.364,298,252,229,96.22,1.4000000000000057
4812,249.27,24.93,144.3,12.58,-3.35,298,252,229,96.24000000000001,1.4000000000000057
4813,249.47,24.95,144.4,13.32,-3.304,299,252,230,96.26,1.5
4814,249.67,24.97,144.4,14.07,-3.272,299,253,229,96.28,1.5
4815,249.87,24.99,144.4,14.57,-3.2110000000000003,299,253,230,96.3,1.5
4816,250.08,25.01,144.5,16.17,-3.0389999999999997,299,252,230,96.32000000000001,1.5999999999999943
4817,250.28,25.03,144.6,16.98,-2.949,300,252,229,96.34,1.6999999999999886
4818,250.48,25.05,144.7,18.07,-2.841,300,251,229,96.36,1.799999999999983
4819,250.68,25.07,144.9,20.29,-2.636,301,248,226,96.38,2.0
4820,250.88,25.09,144.9,21.83,-2.5269999999999997,301,247,225,96.4,2.0
4821,251.09,25.11,145.0,23.13,-2.451,302,245,223,96.42,2.0999999999999943
4822,251.29,25.13,145.1,24.47,-2.36,302,243,221,96.44,2.1999999999999886
4823,251.49,25.15,145.2,27.02,-2.234,302,241,220,96.46000000000001,2.299999999999983
4824,251.69,25.17,145.3,28.06,-2.188,302,241,219,96.48,2.4000000000000057
4825,251.89,25.19,145.3,29.05,-2.142,302,241,218,96.5,2.4000000000000057
4826,252.1,25.21,145.3,30.25,-2.103,302,239,217,96.52,2.4000000000000057
4827,252.3,25.23,145.3,30.73,-2.085,302,239,217,96.54,2.4000000000000057
4828,252.5,25.25,145.4,31.18,-2.0669999999999997,301,239,217,96.56,2.5
4829,252.7,25.27,145.4,31.42,-2.052,301,239,216,96.58,2.5
4830,252.9,25.29,145.5,31.66,-2.033,301,239,216,96.60000000000001,2.5999999999999943
4831,253.11,25.31,145.5,31.48,-2.048,301,238,217,96.62,2.5999999999999943
4832,253.31,25.33,145.4,31.59,-2.0469999999999997,300,238,216,96.64,2.5
4833,253.51,25.35,145.4,31.5,-2.0340000000000003,300,238,216,96.66,2.5
4834,253.71,25.37,145.5,31.39,-2.036,301,238,216,96.68,2.5999999999999943
4835,253.91,25.39,145.4,31.15,-2.0380000000000003,300,238,216,96.7,2.5
4836,254.12,25.41,145.5,29.83,-2.041,300,238,216,96.72,2.5999999999999943
4837,254.32,25.43,145.4,29.14,-2.049,300,238,216,96.74000000000001,2.5
4838,254.52,25.45,145.4,28.13,-2.075,299,237,217,96.76,2.5
4839,254.72,25.47,145.4,27.35,-2.086,300,237,217,96.78,2.5
4840,254.92,25.49,145.3,25.49,-2.1430000000000002,300,239,216,96.8,2.4000000000000057
4841,255.13,25.51,145.3,24.43,-2.1790000000000003,300,239,217,96.82000000000001,2.4000000000000057
4842,255.33,25.53,145.3,23.51,-2.206,299,239,216,96.84,2.4000000000000057
4843,255.53,25.55,145.3,21.41,-2.287,299,240,218,96.86,2.4000000000000057
4844,255.73,25.57,145.1,20.4,-2.332,298,241,218,96.88,2.1999999999999886
4845,255.93,25.59,145.1,19.54,-2.367,299,240,219,96.9,2.1999999999999886
4846,256.14,25.61,145.1,18.58,-2.421,298,242,219,96.92,2.1999999999999886
4847,256.34,25.63,145.1,17.21,-2.524,298,243,220,96.94,2.1999999999999886
4848,256.54,25.65,144.9,16.46,-2.597,298,244,221,96.96000000000001,2.0
4849,256.74,25.67,144.9,15.95,-2.659,297,244,222,96.98,2.0
4850,256.94,25.69,144.9,14.92,-2.778,298,247,224,97.0,2.0
4851,257.15,25.71,144.7,14.32,-2.873,297,247,225,97.02,1.799999999999983
4852,257.35,25.73,144.6,13.93,-2.932,297,248,226,97.04,1.6999999999999886
4853,257.55,25.75,144.5,13.32,-3.0669999999999997,297,250,227,97.06,1.5999999999999943
4854,257.75,25.77,144.5,13.1,-3.138,297,251,228,97.08,1.5999999999999943
4855,257.95,25.8,144.4,12.72,-3.2,297,251,227,97.10000000000001,1.5
4856,258.16,25.82,144.3,12.62,-3.236,298,252,229,97.12,1.4000000000000057
4857,258.36,25.84,144.3,12.48,-3.33,298,252,229,97.14,1.4000000000000057
4858,258.56,25.86,144.3,12.34,-3.3310000000000004,298,251,229,97.16,1.4000000000000057
4859,258.76,25.88,144.3,12.32,-3.33,298,252,229,97.18,1.4000000000000057
4860,258.96,25.9,144.3,12.58,-3.34,298,252,230,97.2,1.4000000000000057
4861,259.17,25.92,144.3,12.6,-3.343,298,252,229,97.22,1.4000000000000057
4862,259.37,25.94,144.3,12.81,-3.313,298,251,229,97.24000000000001,1.4000000000000057
4863,259.57,25.96,144.3,13.3,-3.2110000000000003,298,253,230,97.26,1.4000000000000057
4864,259.77,25.98,144.4,14.5,-3.115,299,254,230,97.28,1.5
4865,259.97,26.0,144.5,15.2,-3.05,299,252,230,97.3,1.5999999999999943
4866,260.18,26.02,144.5,16.12,-2.963,299,252,230,97.32000000000001,1.5999999999999943
4867,260.38,26.04,144.7,18.06,-2.7489999999999997,300,251,228,97.34,1.799999999999983
4868,260.58,26.06,144.8,19.17,-2.635,300,250,227,97.36,1.9000000000000057
4869,260.78,26.08,144.8,20.22,-2.533,301,248,226,97.38,1.9000000000000057
4870,260.98,26.1,145.1,23.03,-2.354,301,245,223,97.4,2.1999999999999886
4871,261.19,26.12,145.2,24.59,-2.276,302,244,222,97.42,2.299999999999983
4872,261.39,26.14,145.2,25.92,-2.208,302,243,221,97.44,2.299999999999983
4873,261.59,26.16,145.2,26.95,-2.133,302,242,219,97.46000000000001,2.299999999999983
4874,261.79,26.18,145.3,28.97,-2.151,302,240,218,97.48,2.4000000000000057
4875,261.99,26.2,145.3,29.55,-2.124,302,241,217,97.5,2.4000000000000057
4876,262.2,26.22,145.4,30.22,-2.07,301,240,217,97.52,2.5
4877,262.4,26.24,145.4,31.07,-2.029,301,239,217,97.54,2.5
4878,262.6,26.26,145.4,31.31,-2.042,301,238,217,97.56,2.5
4879,262.8,26.28,145.4,31.3,-2.012,301,239,217,97.58,2.5
4880,263.0,26.3,145.4,31.52,-2.01,301,238,216,97.60000000000001,2.5
4881,263.21,26.32,145.4,31.61,-2.009,301,238,216,97.62,2.5
4882,263.41,26.34,145.5,31.67,-2.013,301,238,216,97.64,2.5999999999999943
4883,263.61,26.36,145.4,31.49,-2.023,300,238,216,97.66,2.5
4884,263.81,26.38,145.4,31.15,-2.0269999999999997,301,238,216,97.68,2.5
4885,264.01,26.4,145.4,30.51,-2.024,300,238,216,97.7,2.5
4886,264.22,26.42,145.4,29.97,-2.0340000000000003,300,238,216,97.72,2.5
4887,264.42,26.44,145.4,29.16,-2.05,300,239,216,97.74000000000001,2.5
4888,264.62,26.46,145.4,27.33,-2.0780000000000003,300,238,216,97.76,2.5
4889,264.82,26.48,145.4,26.32,-2.1069999999999998,300,238,216,97.78,2.5
4890,265.02,26.5,145.3,25.31,-2.128,300,239,216,97.8,2.4000000000000057
4891,265.23,26.52,145.3,23.54,-2.207,299,238,216,97.82000000000001,2.4000000000000057
4892,265.43,26.54,145.3,22.34,-2.238,299,239,217,97.84,2.4000000000000057
4893,265.63,26.56,145.2,21.46,-2.275,299,240,217,97.86,2.299999999999983
4894,265.83,26.58,145.1,19.59,-2.3609999999999998,298,241,218,97.88,2.1999999999999886
4895,266.03,26.6,145.1,18.73,-2.4090000000000003,299,241,219,97.9,2.1999999999999886
4896,266.24,26.62,145.0,18.05,-2.475,298,242,220,97.92,2.0999999999999943
4897,266.44,26.64,145.0,17.22,-2.521,298,243,220,97.94,2.0999999999999943
4898,266.64,26.66,144.9,15.87,-2.659,297,245,222,97.96000000000001,2.0
4899,266.84,26.68,144.9,15.29,-2.72,297,246,223,97.98,2.0
4900,267.04,26.7,144.8,14.87,-2.8,296,247,224,98.0,1.9000000000000057
4901,267.25,26.72,144.6,14.0,-2.927,297,248,226,98.02,1.6999999999999886
4902,267.45,26.74,144.6,13.51,-3.003,297,249,227,98.04,1.6999999999999886
4903,267.65,26.76,144.5,13.11,-3.068,298,250,228,98.06,1.5999999999999943
4904,267.85,26.79,144.5,12.98,-3.134,298,250,227,98.08,1.5999999999999943
4905,268.05,26.81,144.4,12.68,-3.227,297,251,228,98.10000000000001,1.5
4906,268.26,26.83,144.4,12.53,-3.2769999999999997,298,252,228,98.12,1.5
4907,268.46,26.85,144.3,12.32,-3.312,298,251,229,98.14,1.4000000000000057
4908,268.66,26.87,144.3,12.31,-3.325,298,252,230,98.16,1.4000000000000057
4909,268.86,26.89,144.4,12.57,-3.3310000000000004,298,252,229,98.18,1.5
4910,269.06,26.91,144.4,12.37,-3.235,298,253,229,98.2,1.5
4911,269.27,26.93,144.3,12.64,-3.241,299,252,229,98.22,1.4000000000000057
4912,269.47,26.95,144.4,13.07,-3.216,299,252,230,98.24000000000001,1.5
4913,269.67,26.97,144.4,13.81,-3.162,299,253,230,98.26,1.5
