,时间,振次,轴位移,力,应力,变形,侧位移,围压,孔压,反压,体变,小体变
3649,737.1,73.72,116.4,15.98,22,-0.88,235.8,300,239,217,2114,-7.9
3650,737.3,73.74,116.4,15.42,21,-0.9329999999999999,236.1,299,239,218,2114,-8.0
3651,737.5,73.76,116.2,14.95,21,-1.001,235.9,299,239,218,2115,-8.3
3652,737.7,73.78,116.3,14.96,20,-1.032,235.8,299,240,217,2114,-7.9
3653,737.91,73.8,116.3,14.56,21,-1.034,236.3,299,240,218,2115,-8.1
3654,738.11,73.82,116.2,14.6,21,-1.032,235.8,299,240,218,2114,-8.5
3655,738.31,73.84,116.4,14.48,21,-1.042,235.8,300,240,218,2114,-8.0
3656,738.51,73.86,116.2,14.57,20,-1.044,235.9,300,240,218,2113,-8.1
3657,738.71,73.88,116.4,14.58,21,-1.061,235.4,299,240,218,2115,-8.3
3658,738.92,73.9,116.3,14.63,21,-1.044,236.1,299,240,218,2116,-8.3
3659,739.12,73.92,116.3,14.66,21,-1.043,235.9,299,240,218,2113,-8.1
3660,739.32,73.94,116.2,14.75,21,-1.062,235.9,300,240,218,2114,-8.1
3661,739.52,73.96,116.3,15.29,23,-1.021,236.1,299,240,218,2114,-8.4
3662,739.72,73.98,116.3,16.42,24,-0.956,235.7,300,241,219,2113,-8.4
3663,739.93,74.0,116.4,17.19,26,-0.91,235.8,300,241,219,2116,-8.1
3664,740.13,74.02,116.5,17.92,27,-0.8490000000000001,235.5,299,240,219,2114,-8.3
3665,740.33,74.04,116.5,19.47,28,-0.7959999999999999,236.2,300,240,218,2116,-8.3
3666,740.53,74.06,116.6,20.33,30,-0.75,235.9,300,240,218,2113,-8.3
3667,740.73,74.08,116.6,21.12,31,-0.695,235.7,300,240,218,2114,-8.1
3668,740.94,74.1,116.7,22.81,33,-0.5760000000000001,236.3,301,239,217,2114,-8.1
3669,741.14,74.12,116.7,23.48,34,-0.547,235.7,300,238,217,2114,-8.1
3670,741.34,74.14,116.5,24.2,35,-0.517,236.1,300,238,217,2116,-8.5
3671,741.54,74.16,116.8,25.01,37,-0.48200000000000004,236.1,301,238,216,2113,-8.3
3672,741.74,74.18,116.7,26.14,38,-0.43799999999999994,235.9,301,237,216,2115,-8.4
3673,741.95,74.2,116.6,26.64,38,-0.40299999999999997,236.1,301,237,216,2114,-8.1
3674,742.15,74.22,116.8,27.16,39,-0.387,235.8,302,237,215,2114,-8.8
3675,742.35,74.24,116.6,27.62,40,-0.361,235.9,301,237,215,2115,-8.3
3676,742.55,74.26,116.8,27.83,39,-0.348,236.2,302,237,215,2115,-8.3
3677,742.75,74.29,116.8,27.99,40,-0.345,235.7,302,237,215,2115,-8.0
3678,742.96,74.31,116.7,28.0,40,-0.337,235.9,301,237,215,2115,-8.3
3679,743.16,74.33,116.8,28.1,39,-0.32899999999999996,236.1,302,236,215,2114,-8.3
3680,743.36,74.35,116.8,28.18,40,-0.326,235.9,301,236,215,2113,-7.6
3681,743.56,74.37,116.7,28.08,40,-0.335,236.0,302,236,215,2114,-8.1
3682,743.76,74.39,116.8,28.05,39,-0.342,235.7,301,236,215,2114,-8.4
3683,743.97,74.41,116.9,27.94,39,-0.32899999999999996,236.0,301,236,215,2113,-8.0
3684,744.17,74.43,116.8,27.46,38,-0.325,236.4,301,236,215,2116,-8.5
